//TABELA COM CÓDIGO IBGE ATUALIZADO DE ACORDO COM TABELA SPEED FISCAL...
UF|MUNICIPIO               |CEP     |IBGE
RS|Bom Progresso          |98575000|4302378
RS|Bom Retiro             |95495000|0000000
RS|Bom Retiro do Guaíba   |92800000|0000000
RS|Bom Retiro do Sul      |95870000|4302402
RS|Bonito                 |96181000|0000000
RS|Boqueirão              |95830000|0000000
RS|Boqueirão              |96175000|0000000
RS|Boqueirão do Leão      |95920000|4302451
RS|Bororé                 |97653000|0000000
RS|Bossoroca              |97850000|4302501
RS|Botucaraí              |96935000|0000000
RS|Bozano                 |98733000|4302584
RS|Braga                  |98560000|4302600
RS|Brochier               |95790000|4302659
RS|Buriti                 |98825000|0000000
RS|Butiá                  |96750000|4302709
RS|Butiás                 |96293000|0000000
RS|Caçapava do Sul        |96570000|4302808
RS|Cacequi                |97450000|4302907
RS|Cachoeira do Sul       |00000000|4303004
RS|Cachoeirinha           |00000000|4303103
RS|Cacique Doble          |99860000|4303202
RS|Cadorna                |95987000|0000000
RS|Caibaté                |97930000|4303301
RS|Caiçara                |98440000|4303400
RS|Camaquã                |96180000|4303509
RS|Camargo                |99165000|4303558
RS|Cambará do Sul         |95480000|4303608
RS|Camobi                 |00000000|0000000
RS|Campestre Baixo        |95752000|0000000
RS|Campestre da Serra     |95255000|4303673
RS|Campina das Missões    |98975000|4303707
RS|Campina Redonda        |99405000|0000000
RS|Campinas               |98255000|0000000
RS|Campinas do Sul        |99660000|4303806
RS|Campo Bom              |93700000|4303905
RS|Campo Branco           |95926000|0000000
RS|Campo do Meio          |99185000|0000000
RS|Campo Novo             |99372000|4304002
RS|Campo Novo             |98570000|4304002
RS|Campo Santo            |98585000|0000000
RS|Campo Seco             |97592000|0000000
RS|Campo Vicente          |93893000|0000000
RS|Campos Borges          |99435000|4304101
RS|Candelária             |96930000|4304200
RS|Cândido Freire         |98880000|0000000
RS|Cândido Godói                       |98970000|4304309
RS|Candiota                            |96495000|4304358
RS|Canela                              |95680000|4304408
RS|Canguçu                             |96600000|4304507
RS|Canhembora                          |97270000|0000000
RS|Canoas                              |00000000|4304606
RS|Canudos do Vale                     |95933000|4304614
RS|Capané                              |96524000|0000000
RS|Capão Bonito                        |99447000|0000000
RS|Capão Bonito do Sul                 |95308000|4304622
RS|Capão Comprido                      |96295000|0000000
RS|Capão da Canoa                      |95555000|4304630
RS|Capão da Porteira                   |94770000|0000000
RS|Capão do Cedro                      |95304500|0000000
RS|Capão do Cipó                       |97753000|4304655
RS|Capão do Leão                       |96160000|4304663
RS|Capela de Santana                   |95745000|4304689
RS|Capela Velha                        |96183000|0000000
RS|Capinzal                            |99686000|0000000
RS|Capitão                             |95935000|4304697
RS|Capivari do Sul                     |95552000|4304671
RS|Capivarita                          |96695000|0000000
RS|Capoeira Grande                     |98525000|0000000
RS|CapoErê                             |99717000|0000000
RS|Caraá                               |95515000|4304713
RS|Carajá Seival                       |96580000|0000000
RS|Carazinho                           |99500000|4304705
RS|Carlos Barbosa                      |95185000|4304804
RS|Carlos Gomes                        |99825000|4304853
RS|Carovi                              |97733000|0000000
RS|Casca                               |99260000|4304903
RS|Cascata                             |98922000|0000000
RS|Cascata                             |96140000|0000000
RS|Caseiros                            |95315000|4304952
RS|Castelinho                          |98405000|0000000
RS|Catuípe                             |98770000|4305009
RS|Cavajureta                          |97440000|0000000
RS|Caverá                              |97594000|0000000
RS|Caxias do Sul                       |00000000|4305108
RS|Cazuza Ferreira                     |95450000|0000000
RS|Cedro Marcado                       |98520000|0000000
RS|Centenário                          |98313000|4305116
RS|Centenário                          |99838000|4305116
RS|Centro Linha Brasil                 |95808000|0000000
RS|Cerrito                             |96395000|4305124
RS|Cerrito Alegre                      |96105000|0000000
RS|Cerrito do Ouro ou Vila do Cerrito  |97370000|0000000
RS|Cerro Alto                          |98943000|0000000
RS|Cerro Branco                        |96535000|4305132
RS|Cerro Claro                         |97403000|0000000
RS|Cerro do Martins                    |96575000|0000000
RS|Cerro do Roque                      |96753000|0000000
RS|Cerro Grande                        |98340000|4305157
RS|Cerro Grande do Sul                 |96770000|4305173
RS|Cerro Largo                         |97900000|4305207
RS|Chapada                             |95425000|4305306
RS|Chapada                             |99530000|4305306
RS|Charqueadas                         |96745000|4305355
RS|Charrua                             |99960000|4305371
RS|Chiapeta           |98760000|0000000
RS|Chiapetta          |00000000|4305405
RS|Chicolomã          |95508000|0000000
RS|Chimarrão          |95312000|0000000
RS|Chorão             |98720000|0000000
RS|Chuí               |96255000|4305439
RS|Chuvisca           |96193000|4305447
RS|Cidreira           |95595000|4305454
RS|Cinqüentenário     |98946000|0000000
RS|Ciríaco            |99970000|4305504
RS|Clara              |97415000|0000000
RS|Clemente Argolo    |95302000|0000000
RS|Coimbra            |98868000|0000000
RS|Colinas            |95895000|4305587
RS|Colônia das Almas  |98775000|0000000
RS|Colônia Medeiros   |98916000|0000000
RS|Colônia Municipal  |98844000|0000000
RS|Colônia Nova       |96439000|0000000
RS|Colônia São João   |98122000|0000000
RS|Colônia Z3         |96130000|0000000
RS|Coloninha          |96980000|0000000
RS|Colorado           |99460000|4305603
RS|Comandai           |98841000|0000000
RS|Condor             |98290000|4305702
RS|Consolata          |98914000|0000000
RS|Constantina        |99680000|4305801
RS|Coqueiro Baixo     |95955000|4305835
RS|Coqueiros do Sul   |99528000|4305850
RS|Cordilheira        |96528000|0000000
RS|Coroados           |98598000|0000000
RS|Coronel Barros     |98735000|4305871
RS|Coronel Bicaco     |98580000|4305900
RS|Coronel Finzito    |98395000|0000000
RS|Coronel Pilar      |95726000|4305934
RS|Coronel Teixeira   |99805000|0000000
RS|Cortado            |96550000|0000000
RS|Costa da Cadeia    |95855000|0000000
RS|Costão             |95882000|0000000
RS|Cotiporã           |95335000|4305959
RS|Coxilha            |99145000|4305975
RS|Coxilha Grande     |95223000|0000000
RS|Cr1                |95547000|0000000
RS|Crissiumal         |98640000|4306007
RS|Cristal            |96195000|4306056
RS|Cristal do Sul     |98368000|4306072
RS|Criúva             |95143000|0000000
RS|Cruz Alta          |00000000|4306106
RS|Cruzaltense        |99665000|4306130
RS|Cruzeiro           |98478000|0000000
RS|Cruzeiro do Sul    |95930000|4306205
RS|Curral Alto        |96245000|0000000
RS|Curumim            |95558000|0000000
RS|Daltro Filho       |98515000|0000000
RS|Daltro Filho       |95724000|0000000
RS|Daltro Filho       |95888000|0000000
RS|Dário Lassance     |96444000|0000000
RS|David Canabarro    |99980000|4306304
RS|Delfina            |95884000|0000000
RS|Deodoro            |95810000|0000000
RS|Depósito                      |99420000|0000000
RS|Derrubadas                    |98528000|4306320
RS|Dezesseis de Novembro         |97845000|4306353
RS|Dilermando de Aguiar          |97180000|4306379
RS|Divino                        |98474000|0000000
RS|Dois Irmãos                   |93950000|4306403
RS|Dois Irmãos das Missões       |98385000|4306429
RS|Dois Lajeados                 |99220000|4306452
RS|Dom Feliciano                 |94350000|4306502
RS|Dom Feliciano                 |96190000|4306502
RS|Dom Pedrito                   |96450000|4306601
RS|Dom Pedro de Alcântara        |95568000|4306551
RS|Dona Francisca                |97280000|4306700
RS|Dona Otília                   |97973000|0000000
RS|Dourado                       |99775000|0000000
RS|Doutor Edgardo Pereira Velho  |96280000|0000000
RS|Doutor Maurício Cardoso       |98925000|4306734
RS|Doutor Ricardo                |95967000|4306759
RS|Eldorado do Sul               |92990000|4306767
RS|Eletra                        |95435000|0000000
RS|Encantado                     |95960000|4306809
RS|Encruzilhada                  |97665000|0000000
RS|Encruzilhada do Sul           |96610000|4306908
RS|Engenho Velho                 |99698000|4306924
RS|Entre Rios do Sul             |99645000|4306957
RS|Entre-Ijuís                   |00000000|4306932
RS|EntreIjuís                    |98855000|4306932
RS|Entrepelado                   |95605000|0000000
RS|Erebango                      |99920000|4306973
RS|Erechim                       |99700000|4307005
RS|Ernestina                     |99140000|4307054
RS|Ernesto Alves                 |97750000|0000000
RS|Erval Grande                  |99750000|4307203
RS|Erval Seco                    |98390000|4307302
RS|Erveiras                      |96868000|0000000
RS|Esmeralda                     |95380000|4307401
RS|Esperança do Sul              |98635000|4307450
RS|Espigão                       |94740000|0000000
RS|Espigão Alto                  |95375000|0000000
RS|Espinilho Grande              |98173000|0000000
RS|Espírito Santo                |98907000|0000000
RS|Espumoso                      |99400000|4307500
RS|Esquina Araújo                |98917000|0000000
RS|Esquina Bom Sucesso           |98777000|0000000
RS|Esquina Gaúcha                |98655000|0000000
RS|Esquina Gaúcha                |98857000|0000000
RS|Esquina Ipiranga              |98885000|0000000
RS|Esquina Piratini              |97865000|0000000
RS|Estação                       |99930000|4307559
RS|Estância Grande               |94890000|0000000
RS|Estância Velha                |93600000|4307609
RS|Esteio                        |00000000|4307708
RS|Esteira                       |95218000|0000000
RS|Estreito                      |96227000|0000000
RS|Estrela                       |95227000|4307807
RS|Estrela                       |95880000|4307807
RS|Estrela Velha                 |96990000|4307815
RS|Eugênio de Castro             |98860000|4307831
RS|Evangelista                   |99262000|0000000
RS|Fagundes Varela        |95333000|4307864
RS|Fão                    |95914000|0000000
RS|Faria Lemos            |95713000|0000000
RS|Farinhas               |98490000|0000000
RS|Farrapos               |99872000|0000000
RS|Farroupilha            |95180000|4307906
RS|Faxinal                |99357000|0000000
RS|Faxinal do Soturno     |97220000|4308003
RS|Faxinalzinho           |99655000|4308052
RS|Fazenda Fialho         |95608000|0000000
RS|Fazenda Souza          |95125000|0000000
RS|Fazenda Vilanova       |95875000|4308078
RS|Feliz                  |95770000|4308102
RS|Ferreira               |96521000|0000000
RS|Flores da Cunha        |95270000|4308201
RS|Floresta               |98613000|0000000
RS|Floresta               |98710000|0000000
RS|Floriano Peixoto       |99910000|4308250
RS|Flórida                |97725000|0000000
RS|Fontoura Xavier        |99370000|4308300
RS|Formigueiro            |97210000|4308409
RS|Formosa                |96871000|0000000
RS|Forninho               |96583000|0000000
RS|Forquetinha            |95937000|4308433
RS|Fortaleza dos Valos    |98125000|4308458
RS|Frederico Westphalen   |98400000|4308508
RS|Frei Sebastião         |95551000|0000000
RS|Freire                 |96390000|0000000
RS|Garibaldi              |95720000|4308607
RS|Garibaldina            |95723000|0000000
RS|Garruchos              |97690000|4308656
RS|Gaurama                |99830000|4308706
RS|General Câmara         |95820000|4308805
RS|Gentil                 |99160000|4308854
RS|Getúlio Vargas         |99900000|4308904
RS|Giruá                  |98870000|4309001
RS|Glória                 |95565000|0000000
RS|Glorinha               |94380000|4309050
RS|GoioEn                 |99752000|0000000
RS|Gramado                |95670000|4309100
RS|Gramado dos Loureiros  |99605000|4309126
RS|Gramado São Pedro      |99375000|0000000
RS|Gramado Xavier         |96875000|4309159
RS|Gravataí               |00000000|4309209
RS|Guabiju                |95355000|4309258
RS|Guaíba                 |92500000|4309308
RS|Guajuviras             |92455000|0000000
RS|Guaporé                |99200000|4309407
RS|Guarani das Missões    |97950000|4309506
RS|Guassupi               |97408000|0000000
RS|Harmonia               |95785000|4309555
RS|Herval                 |96310000|4307104
RS|Herveiras              |96888000|4309571
RS|Hidráulica             |96163000|0000000
RS|Horizontina            |98920000|4309605
RS|Hulha Negra            |96460000|4309654
RS|Humaitá                |98670000|4309704
RS|Ibarama                |96925000|4309753
RS|Ibaré                  |97395000|0000000
RS|Ibiaçá                         |99940000|4309803
RS|Ibiraiaras                     |95305000|4309902
RS|Ibirapuitã                     |99320000|4309951
RS|Ibirubá                        |98200000|4310009
RS|Igrejinha                      |99515000|4310108
RS|Igrejinha                      |95650000|4310108
RS|Ijucapirama                    |97763000|0000000
RS|Ijuí                           |98700000|4310207
RS|Ilha dos Marinheiros           |96223000|0000000
RS|Ilópolis                       |95990000|4310306
RS|Imbé                           |95625000|4310330
RS|Imigrante                      |95885000|4310363
RS|Independência                  |98915000|4310405
RS|Inhacorá                       |98765000|4310413
RS|Ipê                            |95240000|4310439
RS|Ipiranga                       |94370000|0000000
RS|Ipiranga do Sul                |99925000|4310462
RS|Ipuaçu                         |98445000|0000000
RS|Iraí                           |98460000|4310504
RS|Iruí                           |96655000|0000000
RS|Itaara                         |97185000|4310538
RS|Itacolomi                      |94330000|0000000
RS|Itacurubi                      |97720000|4310553
RS|Itacurubi                      |97685000|4310553
RS|Itaí                           |98717000|0000000
RS|Itaimbezinho                   |95296000|0000000
RS|Itão                           |97660000|0000000
RS|Itapuã                         |94750000|0000000
RS|Itapucá                        |95983000|0000000
RS|Itapucá                        |95997000|4310579
RS|Itaqui                         |97650000|4310603
RS|Itati                          |95538000|4310652
RS|Itatiba do Sul                 |99760000|4310702
RS|Itaúba                         |96960000|0000000
RS|Ituim                          |95225000|0000000
RS|Ivaí                           |97855000|0000000
RS|Ivorá                          |98160000|4310751
RS|Ivoti                          |93900000|4310801
RS|Jaboticaba                     |98350000|4310850
RS|Jacuizinho                     |99457000|4310876
RS|Jacutinga                      |99730000|4310900
RS|Jaguarão                       |96300000|4311007
RS|Jaguarete                      |99715000|0000000
RS|Jaguari                        |97760000|4311106
RS|Jansen                         |95181000|0000000
RS|Jaquirana                      |95420000|4311122
RS|Jari                           |98175000|4311130
RS|Jazidas ou Capela São Vicente  |97380000|0000000
RS|João Arregui                   |97530000|0000000
RS|João Rodrigues                 |96665000|0000000
RS|Joça Tavares                   |96435000|0000000
RS|Jóia                           |98180000|4311155
RS|José Otávio                    |96431000|0000000
RS|Juá                            |95430000|0000000
RS|Júlio de Castilhos             |98130000|4311205
RS|Lagoa Bonita do Sul            |96920000|4311239
RS|Lagoa dos Três Cantos          |99495000|4311270
RS|Lagoa Vermelha                 |95300000|4311304
RS|Lagoão                         |99340000|4311254
RS|Lajeado                  |95900000|4311403
RS|Lajeado Bonito           |95338000|0000000
RS|Lajeado Bonito           |98685000|0000000
RS|Lajeado Cerne            |98845000|0000000
RS|Lajeado do Bugre         |98320000|4311429
RS|Lajeado Grande           |95440000|0000000
RS|Lajeado Grande           |98650000|0000000
RS|Lara                     |98603000|0000000
RS|Laranjeira               |98455000|0000000
RS|LavaPés                  |97735000|0000000
RS|Lavras do Sul            |97390000|4311502
RS|Leonel Rocha             |98333000|0000000
RS|Liberato Salzano         |99690000|4311601
RS|Lindolfo Collor          |93940000|4311627
RS|Linha Comprida           |95754000|0000000
RS|Linha Nova               |95768000|4311643
RS|Linha Vitória            |99513000|0000000
RS|Loreto                   |97430000|0000000
RS|Maçambará                |97645000|4311718
RS|Machadinho               |99880000|4311700
RS|Magistério               |95597000|0000000
RS|Mampituba                |95572000|4311734
RS|Manchinha                |98912000|0000000
RS|Mangueiras               |97596000|0000000
RS|Manoel Viana             |97640000|4311759
RS|Maquiné                  |95530000|4311775
RS|Maratá                   |95793000|4311791
RS|Marau                    |99150000|4311809
RS|Marcelino Ramos          |99800000|4311908
RS|Marcorama                |95725000|0000000
RS|Mariana Pimentel         |92900000|4311981
RS|Mariano Moro             |99790000|4312005
RS|Mariante                 |95815000|0000000
RS|Mariápolis               |95527000|0000000
RS|Marques de Souza         |95923000|4312054
RS|Mata                     |97410000|4312104
RS|Matarazzo                |96370000|0000000
RS|Mato Castelhano          |99180000|4312138
RS|Mato Grande              |98890000|0000000
RS|Mato Leitão              |95835000|4312153
RS|Mato Queimado            |97935000|4312179
RS|Mauá                     |96335000|0000000
RS|Mauá                     |98730000|0000000
RS|Maximiliano de Almeida   |99890000|4312203
RS|Medianeira               |98755000|0000000
RS|Minas do Leão            |96755000|4312252
RS|Miraguaí                 |98540000|4312302
RS|Miraguaia                |95510000|0000000
RS|Mirim                    |99815000|0000000
RS|Mirim                    |96250000|0000000
RS|Montauri                 |99255000|4312351
RS|Monte Alegre             |95828000|0000000
RS|Monte Alegre             |97730000|0000000
RS|Monte Alegre dos Campos  |95236000|4312377
RS|Monte Alverne            |96859000|0000000
RS|Monte Belo do Sul        |95718000|4312385
RS|Monte Bonito             |96115000|0000000
RS|Montenegro               |95780000|4312401
RS|Mormaço                  |99315000|4312427
RS|Morrinhos                   |96720000|0000000
RS|Morrinhos do Sul            |95577000|4312443
RS|Morro Alto                  |95534000|0000000
RS|Morro Azul                  |95583000|0000000
RS|Morro Redondo               |96150000|4312450
RS|Morro Reuter                |93990000|4312476
RS|Morungava                   |94360000|0000000
RS|Mostardas                   |96270000|4312500
RS|Muçum                       |95970000|4312609
RS|Muitos Capões               |95230000|4312617
RS|Muliterno                   |99990000|4312625
RS|Não-Me-Toque                |00000000|4312658
RS|NãoMeToque                  |99470000|4312658
RS|Nazaré                      |97745000|0000000
RS|Nicolau Vergueiro           |99175000|4312674
RS|Nonoai                      |99600000|4312708
RS|Nossa Senhora Aparecida     |98260000|0000000
RS|Nossa Senhora da Conceição  |95763000|0000000
RS|Nova Alvorada               |95985000|4312757
RS|Nova Araçá                  |95350000|4312807
RS|Nova Bassano                |95340000|4312906
RS|Nova Boa Vista              |99580000|4312955
RS|Nova Bréscia                |95950000|4313003
RS|Nova Candelária             |98919000|4313011
RS|Nova Esperança do Sul       |97770000|4313037
RS|Nova Hartz                  |93890000|4313060
RS|Nova Milano                 |95182000|0000000
RS|Nova Pádua                  |95275000|4313086
RS|Nova Palma                  |97250000|4313102
RS|Nova Petrópolis             |95150000|4313201
RS|Nova Prata                  |95320000|4313300
RS|Nova Ramada                 |98758000|4313334
RS|Nova Roma do Sul            |95260000|4313359
RS|Nova Santa Rita             |92480000|4313375
RS|Nova Sardenha               |95183000|0000000
RS|Novo Barreiro               |98338000|4313490
RS|Novo Cabrais                |96545000|4313391
RS|Novo Hamburgo               |00000000|4313409
RS|Novo Horizonte              |99448000|0000000
RS|Novo Machado                |98955000|4313425
RS|Novo Planalto               |98688000|0000000
RS|Novo Tiradentes             |98370000|4313441
RS|Novo Xingu                  |99687000|4313466
RS|Oliva                       |95135000|0000000
RS|Oralina                     |99449000|0000000
RS|Osório                      |95520000|4313508
RS|Osvaldo Cruz                |98403000|0000000
RS|Osvaldo Kroeff              |95485000|0000000
RS|Otávio Rocha                |95272000|0000000
RS|Pacheca                     |96185000|0000000
RS|Padilha                     |95610000|0000000
RS|Padre Gonzales              |98620000|0000000
RS|Paim Filho                  |99850000|4313607
RS|Palmares do Sul             |95540000|4313656
RS|Palmas                      |96437000|0000000
RS|Palmeira das Missões        |98300000|4313706
RS|Palmitinho                  |98430000|4313805
RS|Pampeiro                    |97585000|0000000
RS|Panambi                     |98280000|4313904
RS|Pântano Grande                |96690000|4313953
RS|Paraí                         |95360000|4314001
RS|Paraíso do Sul                |96530000|4314027
RS|Pareci Novo                   |95783000|4314035
RS|Parobé                        |95630000|4314050
RS|Passa Sete                    |96908000|4314068
RS|Passinhos                     |95525000|0000000
RS|Passo Burmann                 |98776000|0000000
RS|Passo da Areia                |94780000|0000000
RS|Passo da Caveira              |94335000|0000000
RS|Passo das Pedras              |96165000|0000000
RS|Passo do Adão                 |96675000|0000000
RS|Passo do Sabão                |94730000|0000000
RS|Passo do Sobrado              |96685000|4314076
RS|Passo Fundo                   |00000000|4314100
RS|Passo Novo                    |97555000|0000000
RS|Passo Raso                    |95850000|0000000
RS|Paulo Bento                   |99718000|4314134
RS|Pavão                         |96168000|0000000
RS|Paverama                      |95865000|4314159
RS|Pedras Altas                  |96487000|4314175
RS|Pedreiras                     |96340000|0000000
RS|Pedro Garcia                  |98565000|0000000
RS|Pedro Osório                  |96360000|4314209
RS|Pedro Paiva                   |98593000|0000000
RS|Pejuçara                      |98270000|4314308
RS|Pelotas                       |00000000|4314407
RS|Picada Café                   |95175000|4314423
RS|Pinhal                        |99307000|4314456
RS|Pinhal                        |98345000|4314456
RS|Pinhal                        |95873000|4314456
RS|Pinhal                        |96898000|4314456
RS|Pinhal Alto                   |95160000|0000000
RS|Pinhal da Serra               |95390000|4314464
RS|Pinhal Grande                 |98150000|4314472
RS|Pinhalzinho                   |99754000|0000000
RS|Pinhalzinho                   |99695000|0000000
RS|Pinheirinho do Vale           |98435000|4314498
RS|Pinheiro Machado              |96470000|4314506
RS|Pinheiro Machado              |97990000|4314506
RS|Pinheiro Marcado              |99520000|0000000
RS|Pinto Bandeira                |95717000|0000000
RS|Piraí                         |96443000|0000000
RS|Pirapó                        |97885000|4314555
RS|Piratini                      |96490000|4314605
RS|Pitanga                       |98926000|0000000
RS|Planalto                      |98645000|4314704
RS|Planalto                      |98470000|4314704
RS|Plano Alto                    |97515000|0000000
RS|Poço das Antas                |95740000|4314753
RS|Polígono do Erval             |99353000|0000000
RS|Pólo Petroquímico de Triunfo  |95853000|0000000
RS|Pontão                        |99190000|4314779
RS|Ponte Preta                   |99735000|4314787
RS|Portão                        |93180000|4314803
RS|Porto Alegre                  |00000000|4314902
RS|Porto Batista                 |95845000|0000000
RS|Porto Lucena                  |98980000|4315008
RS|Porto Mauá                    |98947000|4315057
RS|Porto Vera Cruz              |98985000|4315073
RS|Porto Xavier                 |98995000|4315107
RS|Pouso Novo                   |95945000|4315131
RS|Povo Novo                    |96224000|0000000
RS|Povoado Tozzo                |99763000|0000000
RS|Pranchada                    |98928000|0000000
RS|Pratos                       |98936000|0000000
RS|Presidente Lucena            |93945000|4315149
RS|Progresso                    |98911000|4315156
RS|Progresso                    |95925000|4315156
RS|Progresso                    |99678000|4315156
RS|Progresso                    |96970000|4315156
RS|Protásio Alves               |95345000|4315172
RS|Pulador                      |99130000|0000000
RS|Putinga                      |95975000|4315206
RS|Quaraí                       |97560000|4315305
RS|Quaraim                      |98913000|0000000
RS|Quatro Irmãos                |99720000|4315313
RS|Quevedos                     |98140000|4315321
RS|Quilombo                     |96145000|0000000
RS|Quinta                       |96222000|0000000
RS|Quintão                      |95548000|0000000
RS|Quinze de Novembro           |98230000|4315354
RS|Quitéria                     |96730000|0000000
RS|Rancho Velho                 |95543000|0000000
RS|Redentora                    |98550000|4315404
RS|Refugiado                    |95215000|0000000
RS|Relvado                      |95965000|4315453
RS|Restinga Seca                |97200000|4315503
RS|Restinga Seca                |98829000|4315503
RS|Rincão de São Pedro          |97815000|0000000
RS|Rincão Del Rei               |96660000|0000000
RS|Rincão do Cristóvão Pereira  |96275000|0000000
RS|Rincão do Meio               |97680000|0000000
RS|Rincão do Segredo            |99510000|0000000
RS|Rincão Doce                  |99475000|0000000
RS|Rincão dos Kroeff            |95410000|0000000
RS|Rincão dos Mendes            |98832000|0000000
RS|Rincão Vermelho              |97975000|0000000
RS|Rio Azul                     |99773000|0000000
RS|Rio Branco                   |95322000|0000000
RS|Rio da Ilha                  |95614000|0000000
RS|Rio dos Índios               |99610000|4315552
RS|Rio Grande                   |00000000|4315602
RS|Rio Pardinho                 |96856000|0000000
RS|Rio Pardo                    |96640000|4315701
RS|Rio Telha                    |99943000|0000000
RS|Rio Tigre                    |99845000|0000000
RS|Rio Toldo                    |99904000|0000000
RS|Riozinho                     |95695000|4315750
RS|Roca Sales                   |95735000|4315800
RS|Rodeio Bonito                |98360000|4315909
RS|Rolador                      |97843000|4315958
RS|Rolante                      |95690000|4316006
RS|Rolantinho da Figueira       |95692000|0000000
RS|Ronda Alta                   |99670000|4316105
RS|Rondinha                     |99590000|4316204
RS|Roque Gonzales               |97970000|4316303
RS|Rosário                      |98745000|0000000
RS|Rosário do Sul               |97590000|4316402
RS|Sagrada Família              |98330000|4316428
RS|Saicã                        |97455000|0000000
RS|Saldanha Marinho             |98250000|4316436
RS|Saltinho                     |98365000|0000000
RS|Saltinho                     |99765000|0000000
RS|Salto                        |98725000|0000000
RS|Salto do Jacuí               |99440000|4316451
RS|Salvador das Missões         |97940000|4316477
RS|Salvador do Sul              |95750000|4316501
RS|Sananduva                    |99840000|4316600
RS|Sant'auta                    |96186000|0000000
RS|Santa Bárbara                |99245000|0000000
RS|Santa Bárbara                |96585000|0000000
RS|Santa Bárbara do Sul         |98240000|4316709
RS|Santa Catarina               |97945000|0000000
RS|Santa Cecília do Sul         |99952000|4316733
RS|Santa Clara do Ingaí         |98234000|0000000
RS|Santa Clara do Sul           |95915000|4316758
RS|Santa Cristina               |95640000|0000000
RS|Santa Cruz                   |98476000|0000000
RS|Santa Cruz da Concórdia      |95620000|0000000
RS|Santa Cruz do Sul            |00000000|4316808
RS|Santa Flora                  |97160000|0000000
RS|Santa Inês                   |97820000|0000000
RS|Santa Izabel do Sul          |96350000|0000000
RS|Santa Lúcia                  |98722000|0000000
RS|Santa Lúcia do Piaí          |95130000|0000000
RS|Santa Luíza                  |95187000|0000000
RS|Santa Luzia                  |95301000|0000000
RS|Santa Margarida do Sul       |97335000|4316972
RS|Santa Maria                  |00000000|4316907
RS|Santa Maria do Herval        |93995000|4316956
RS|Santa Rita do Sul            |96187000|0000000
RS|Santa Rosa                   |98900000|4317202
RS|Santa Rosa                   |95544000|4317202
RS|Santa Silvana                |96110000|0000000
RS|Santa Teresinha              |98319000|0000000
RS|Santa Tereza                 |95715000|4317251
RS|Santa Tereza                 |98778000|4317251
RS|Santa Vitória do Palmar      |96230000|4317301
RS|Santana                      |98728000|0000000
RS|Santana                      |99550000|0000000
RS|Santana                      |99756000|0000000
RS|Santana da Boa Vista         |96590000|4317004
RS|Santana do Livramento        |00000000|4317103
RS|Santiago                     |97700000|4317400
RS|Santo Amaro do Sul           |95823000|0000000
RS|Santo Ângelo                 |00000000|4317509
RS|Santo Antônio                |98718000|0000000
RS|Santo Antônio                |97915000|0000000
RS|Santo Antônio                |98594000|0000000
RS|Santo Antônio da Patrulha    |95500000|4317608
RS|Santo Antônio das Missões    |97870000|4317707
RS|Santo Antônio de Castro      |95188000|0000000
RS|Santo Antônio do Bom Retiro  |98220000|0000000
RS|Santo Antônio do Palma       |99265000|4317558
RS|Santo Antônio do Planalto    |99525000|4317756
RS|Santo Augusto                |98590000|4317806
RS|Santo Cristo              |98960000|4317905
RS|Santo Expedito do Sul     |99895000|4317954
RS|Santo Inácio              |95298000|0000000
RS|São Bento                 |99518000|0000000
RS|São Bom Jesus             |98394000|0000000
RS|São Borja                 |97670000|4318002
RS|São Carlos                |97598000|0000000
RS|São Domingos do Sul       |99270000|4318051
RS|São Francisco             |97913000|0000000
RS|São Francisco de Assis    |97610000|4318101
RS|São Francisco de Paula    |95400000|4318200
RS|São Gabriel               |97300000|4318309
RS|São Jerônimo              |96700000|4318408
RS|São João                  |98555000|0000000
RS|São João Batista          |98853000|0000000
RS|São João Bosco            |99975000|0000000
RS|São João da Urtiga        |99855000|4318424
RS|São João do Polesine      |97230000|4318432
RS|São Jorge                 |95365000|4318440
RS|São José                  |98477000|0000000
RS|São José                  |97875000|0000000
RS|São José da Glória        |99355000|0000000
RS|São José das Missões      |98325000|4318457
RS|São José de Castro        |95722000|0000000
RS|São José do Centro        |99480000|0000000
RS|São José do Herval        |99380000|4318465
RS|São José do Hortêncio     |95755000|4318481
RS|São José do Inhacorá      |98958000|4318499
RS|São José do Norte         |96225000|4318507
RS|São José do Ouro          |99870000|4318606
RS|São José do Sul           |95748000|4318614
RS|São José dos Ausentes     |95280000|4318622
RS|São Leopoldo              |00000000|4318705
RS|São Lourenço das Missões  |97840000|0000000
RS|São Lourenço do Sul       |96170000|4318804
RS|São Luís Rei              |99865000|0000000
RS|São Luiz                  |98472000|0000000
RS|São Luiz Gonzaga          |97800000|4318903
RS|São Manuel                |95220000|0000000
RS|São Marcos                |97535000|4319000
RS|São Marcos                |95190000|4319000
RS|São Martinho              |98690000|4319109
RS|São Martinho da Serra     |97190000|4319125
RS|São Miguel                |99540000|0000000
RS|São Miguel das Missões    |98865000|4319158
RS|São Nicolau               |97880000|4319208
RS|São Paulo                 |95244000|0000000
RS|São Paulo das Missões     |97980000|4319307
RS|São Pedro                 |95714000|0000000
RS|São Pedro da Serra        |95758000|4319356
RS|São Pedro das Missões     |98323000|4319364
RS|São Pedro do Butiá        |97920000|4319372
RS|São Pedro do Iraxim       |99875000|0000000
RS|São Pedro do Sul          |97400000|4319406
